Timetable Export Report
Generated: 9/16/2025, 10:38:20 AM
Format: CSV
Selected Data: students, courses, faculty, rooms


=== STUDENTS ===
id,studentId,firstName,lastName,email,phone,program,semester,batch,sectionId,enrolledCourses,preferences,isActive,createdAt
student-169,STU0169,Krishna,Shah,krishna.shah169@student.university.edu,+916988779374,Mechanical Engineering,1,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-170,STU0170,Ishaan,Mehta,ishaan.mehta170@student.university.edu,+914962650004,Civil Engineering,2,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z
student-171,STU0171,Shaurya,Joshi,shaurya.joshi171@student.university.edu,+913881161915,Computer Science,3,Batch-2020,,[],{},true,2025-09-16T05:07:55.086Z
student-172,STU0172,Atharv,Mishra,atharv.mishra172@student.university.edu,+919149390814,Information Technology,4,Batch-2021,,[],{},true,2025-09-16T05:07:55.086Z
student-173,STU0173,Advik,Tiwari,advik.tiwari173@student.university.edu,+919239200383,Electronics Engineering,5,Batch-2022,,[],{},true,2025-09-16T05:07:55.086Z
student-174,STU0174,Pranav,Yadav,pranav.yadav174@student.university.edu,+914162218566,Mechanical Engineering,6,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-175,STU0175,Rishabh,Shukla,rishabh.shukla175@student.university.edu,+914640439803,Civil Engineering,7,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z
student-176,STU0176,Gagan,Pandey,gagan.pandey176@student.university.edu,+916267848495,Computer Science,8,Batch-2020,,[],{},true,2025-09-16T05:07:55.086Z
student-177,STU0177,Arnav,Saxena,arnav.saxena177@student.university.edu,+916977001679,Information Technology,1,Batch-2021,,[],{},true,2025-09-16T05:07:55.086Z
student-178,STU0178,Hriday,Srivastava,hriday.srivastava178@student.university.edu,+919648682963,Electronics Engineering,2,Batch-2022,,[],{},true,2025-09-16T05:07:55.086Z
student-179,STU0179,Kabir,Dubey,kabir.dubey179@student.university.edu,+918213088286,Mechanical Engineering,3,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-180,STU0180,Shivansh,Bansal,shivansh.bansal180@student.university.edu,+913699297334,Civil Engineering,4,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z
student-181,STU0181,Ananya,Sharma,ananya.sharma181@student.university.edu,+915003712944,Computer Science,5,Batch-2020,,[],{},true,2025-09-16T05:07:55.086Z
student-182,STU0182,Diya,Verma,diya.verma182@student.university.edu,+911749920060,Information Technology,6,Batch-2021,,[],{},true,2025-09-16T05:07:55.086Z
student-183,STU0183,Priya,Gupta,priya.gupta183@student.university.edu,+917829883321,Electronics Engineering,7,Batch-2022,,[],{},true,2025-09-16T05:07:55.086Z
student-184,STU0184,Kavya,Singh,kavya.singh184@student.university.edu,+915889906672,Mechanical Engineering,8,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-185,STU0185,Aanya,Kumar,aanya.kumar185@student.university.edu,+911463528920,Civil Engineering,1,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z
student-186,STU0186,Pari,Jain,pari.jain186@student.university.edu,+911895366025,Computer Science,2,Batch-2020,,[],{},true,2025-09-16T05:07:55.086Z
student-187,STU0187,Ira,Agarwal,ira.agarwal187@student.university.edu,+911754151349,Information Technology,3,Batch-2021,,[],{},true,2025-09-16T05:07:55.086Z
student-188,STU0188,Myra,Patel,myra.patel188@student.university.edu,+912125428265,Electronics Engineering,4,Batch-2022,,[],{},true,2025-09-16T05:07:55.086Z
student-189,STU0189,Sara,Shah,sara.shah189@student.university.edu,+916395187979,Mechanical Engineering,5,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-190,STU0190,Navya,Mehta,navya.mehta190@student.university.edu,+915404412257,Civil Engineering,6,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z
student-191,STU0191,Aadya,Joshi,aadya.joshi191@student.university.edu,+916196859862,Computer Science,7,Batch-2020,,[],{},true,2025-09-16T05:07:55.086Z
student-192,STU0192,Kiara,Mishra,kiara.mishra192@student.university.edu,+917976177983,Information Technology,8,Batch-2021,,[],{},true,2025-09-16T05:07:55.086Z
student-193,STU0193,Saanvi,Tiwari,saanvi.tiwari193@student.university.edu,+918528043940,Electronics Engineering,1,Batch-2022,,[],{},true,2025-09-16T05:07:55.086Z
student-194,STU0194,Avni,Yadav,avni.yadav194@student.university.edu,+911917974276,Mechanical Engineering,2,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-195,STU0195,Riya,Shukla,riya.shukla195@student.university.edu,+919495883365,Civil Engineering,3,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z
student-196,STU0196,Ishika,Pandey,ishika.pandey196@student.university.edu,+912931651685,Computer Science,4,Batch-2020,,[],{},true,2025-09-16T05:07:55.086Z
student-197,STU0197,Shanaya,Saxena,shanaya.saxena197@student.university.edu,+919134445921,Information Technology,5,Batch-2021,,[],{},true,2025-09-16T05:07:55.086Z
student-198,STU0198,Aditi,Srivastava,aditi.srivastava198@student.university.edu,+913372210032,Electronics Engineering,6,Batch-2022,,[],{},true,2025-09-16T05:07:55.086Z
student-199,STU0199,Vanya,Dubey,vanya.dubey199@student.university.edu,+913725208731,Mechanical Engineering,7,Batch-2023,,[],{},true,2025-09-16T05:07:55.086Z
student-200,STU0200,Tara,Bansal,tara.bansal200@student.university.edu,+916611579908,Civil Engineering,8,Batch-2024,,[],{},true,2025-09-16T05:07:55.086Z

=== COURSES ===
id,courseCode,courseName,program,semester,credits,courseType,theoryHours,practicalHours,prerequisites,description,isActive,createdAt
course-1,CS001,Programming Fundamentals,Computer Science,1,2,Core,4,1,[],Course covering Programming Fundamentals concepts and applications,true,2025-09-16T05:07:55.085Z
course-2,CS002,Data Structures,Information Technology,2,2,Lab,4,2,[],Course covering Data Structures concepts and applications,true,2025-09-16T05:07:55.086Z
course-3,CS003,Algorithms,Electronics Engineering,3,2,Core,4,1,[],Course covering Algorithms concepts and applications,true,2025-09-16T05:07:55.086Z
course-4,CS004,Database Systems,Mechanical Engineering,4,2,Core,4,3,[],Course covering Database Systems concepts and applications,true,2025-09-16T05:07:55.086Z
course-5,CS005,Computer Networks,Civil Engineering,5,4,Core,5,0,[],Course covering Computer Networks concepts and applications,true,2025-09-16T05:07:55.086Z
course-6,CS006,Operating Systems,Computer Science,6,4,Core,5,3,[],Course covering Operating Systems concepts and applications,true,2025-09-16T05:07:55.086Z
course-7,CS007,Software Engineering,Information Technology,7,3,Elective,5,1,[],Course covering Software Engineering concepts and applications,true,2025-09-16T05:07:55.086Z
course-8,CS008,Web Development,Electronics Engineering,8,2,Core,2,1,[],Course covering Web Development concepts and applications,true,2025-09-16T05:07:55.086Z
course-9,CS009,Mobile Computing,Mechanical Engineering,1,4,Core,2,3,[],Course covering Mobile Computing concepts and applications,true,2025-09-16T05:07:55.086Z
course-10,CS010,Artificial Intelligence,Civil Engineering,2,4,Core,5,3,[],Course covering Artificial Intelligence concepts and applications,true,2025-09-16T05:07:55.086Z
course-11,CS011,Machine Learning,Computer Science,3,2,Core,2,2,[],Course covering Machine Learning concepts and applications,true,2025-09-16T05:07:55.086Z
course-12,CS012,Data Mining,Information Technology,4,5,Lab,5,1,[],Course covering Data Mining concepts and applications,true,2025-09-16T05:07:55.086Z
course-13,CS013,Computer Graphics,Electronics Engineering,5,4,Elective,2,0,[],Course covering Computer Graphics concepts and applications,true,2025-09-16T05:07:55.086Z
course-14,CS014,Human Computer Interaction,Mechanical Engineering,6,4,Core,5,1,[],Course covering Human Computer Interaction concepts and applications,true,2025-09-16T05:07:55.086Z
course-15,CS015,Cybersecurity,Civil Engineering,7,2,Core,4,0,[],Course covering Cybersecurity concepts and applications,true,2025-09-16T05:07:55.086Z
course-16,CS016,Cloud Computing,Computer Science,8,3,Core,3,2,[],Course covering Cloud Computing concepts and applications,true,2025-09-16T05:07:55.086Z
course-17,CS017,Big Data Analytics,Information Technology,1,4,Core,3,1,[],Course covering Big Data Analytics concepts and applications,true,2025-09-16T05:07:55.086Z
course-18,CS018,Internet of Things,Electronics Engineering,2,2,Core,3,2,[],Course covering Internet of Things concepts and applications,true,2025-09-16T05:07:55.086Z
course-19,CS019,Blockchain Technology,Mechanical Engineering,3,5,Lab,4,1,[],Course covering Blockchain Technology concepts and applications,true,2025-09-16T05:07:55.086Z
course-20,CS020,Digital Image Processing,Civil Engineering,4,2,Elective,5,0,[],Course covering Digital Image Processing concepts and applications,true,2025-09-16T05:07:55.086Z
course-21,CS021,Computer Architecture,Computer Science,5,5,Elective,2,0,[],Course covering Computer Architecture concepts and applications,true,2025-09-16T05:07:55.086Z
course-22,CS022,Microprocessors,Information Technology,6,2,Core,4,3,[],Course covering Microprocessors concepts and applications,true,2025-09-16T05:07:55.086Z
course-23,CS023,Embedded Systems,Electronics Engineering,7,3,Core,2,3,[],Course covering Embedded Systems concepts and applications,true,2025-09-16T05:07:55.086Z
course-24,CS024,VLSI Design,Mechanical Engineering,8,3,Core,5,1,[],Course covering VLSI Design concepts and applications,true,2025-09-16T05:07:55.086Z
course-25,CS025,Signal Processing,Civil Engineering,1,2,Core,5,0,[],Course covering Signal Processing concepts and applications,true,2025-09-16T05:07:55.086Z
course-26,CS026,Control Systems,Computer Science,2,5,Core,5,1,[],Course covering Control Systems concepts and applications,true,2025-09-16T05:07:55.086Z
course-27,CS027,Power Electronics,Information Technology,3,3,Elective,2,3,[],Course covering Power Electronics concepts and applications,true,2025-09-16T05:07:55.086Z
course-28,CS028,Communication Systems,Electronics Engineering,4,2,Core,3,0,[],Course covering Communication Systems concepts and applications,true,2025-09-16T05:07:55.086Z
course-29,CS029,Antenna Theory,Mechanical Engineering,5,4,Core,5,3,[],Course covering Antenna Theory concepts and applications,true,2025-09-16T05:07:55.086Z
course-30,CS030,Microwave Engineering,Civil Engineering,6,3,Elective,3,2,[],Course covering Microwave Engineering concepts and applications,true,2025-09-16T05:07:55.086Z
course-31,CS031,Engineering Mathematics,Computer Science,7,4,Core,2,0,[],Course covering Engineering Mathematics concepts and applications,true,2025-09-16T05:07:55.086Z
course-32,CS032,Engineering Physics,Information Technology,8,3,Elective,4,0,[],Course covering Engineering Physics concepts and applications,true,2025-09-16T05:07:55.086Z
course-33,CS033,Engineering Chemistry,Electronics Engineering,1,4,Elective,5,2,[],Course covering Engineering Chemistry concepts and applications,true,2025-09-16T05:07:55.086Z
course-34,CS034,Engineering Mechanics,Mechanical Engineering,2,3,Elective,4,0,[],Course covering Engineering Mechanics concepts and applications,true,2025-09-16T05:07:55.086Z
course-35,CS035,Thermodynamics,Civil Engineering,3,4,Core,2,3,[],Course covering Thermodynamics concepts and applications,true,2025-09-16T05:07:55.086Z
course-36,CS036,Fluid Mechanics,Computer Science,4,5,Elective,3,2,[],Course covering Fluid Mechanics concepts and applications,true,2025-09-16T05:07:55.086Z
course-37,CS037,Heat Transfer,Information Technology,5,3,Core,4,2,[],Course covering Heat Transfer concepts and applications,true,2025-09-16T05:07:55.086Z
course-38,CS038,Manufacturing Technology,Electronics Engineering,6,2,Core,3,3,[],Course covering Manufacturing Technology concepts and applications,true,2025-09-16T05:07:55.086Z
course-39,CS039,Material Science,Mechanical Engineering,7,2,Elective,3,2,[],Course covering Material Science concepts and applications,true,2025-09-16T05:07:55.086Z
course-40,CS040,Quality Control,Civil Engineering,8,2,Core,3,0,[],Course covering Quality Control concepts and applications,true,2025-09-16T05:07:55.086Z
course-41,CS041,Structural Analysis,Computer Science,1,5,Core,3,2,[],Course covering Structural Analysis concepts and applications,true,2025-09-16T05:07:55.086Z
course-42,CS042,Concrete Technology,Information Technology,2,3,Core,3,3,[],Course covering Concrete Technology concepts and applications,true,2025-09-16T05:07:55.086Z
course-43,CS043,Surveying,Electronics Engineering,3,4,Lab,5,1,[],Course covering Surveying concepts and applications,true,2025-09-16T05:07:55.086Z
course-44,CS044,Transportation Engineering,Mechanical Engineering,4,5,Core,5,0,[],Course covering Transportation Engineering concepts and applications,true,2025-09-16T05:07:55.086Z
course-45,CS045,Environmental Engineering,Civil Engineering,5,2,Core,5,3,[],Course covering Environmental Engineering concepts and applications,true,2025-09-16T05:07:55.086Z
course-46,CS046,Geotechnical Engineering,Computer Science,6,5,Core,3,2,[],Course covering Geotechnical Engineering concepts and applications,true,2025-09-16T05:07:55.086Z
course-47,CS047,Water Resources Engineering,Information Technology,7,5,Core,4,1,[],Course covering Water Resources Engineering concepts and applications,true,2025-09-16T05:07:55.086Z
course-48,CS048,Construction Management,Electronics Engineering,8,4,Core,4,0,[],Course covering Construction Management concepts and applications,true,2025-09-16T05:07:55.086Z
course-49,CS049,Urban Planning,Mechanical Engineering,1,3,Lab,3,0,[],Course covering Urban Planning concepts and applications,true,2025-09-16T05:07:55.086Z
course-50,CS050,Earthquake Engineering,Civil Engineering,2,2,Core,3,1,[],Course covering Earthquake Engineering concepts and applications,true,2025-09-16T05:07:55.086Z

=== FACULTY ===
id,facultyId,firstName,lastName,email,phone,department,designation,expertise,maxWorkload,availability,assignedCourses,isActive,createdAt
faculty-1,FAC001,Rajesh,Kumar,rajesh.kumar@university.edu,+919810646959,Computer Science,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",20,{},[],true,2025-09-16T05:07:55.085Z
faculty-2,FAC002,Sunita,Sharma,sunita.sharma@university.edu,+919092860352,Information Technology,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",15,{},[],true,2025-09-16T05:07:55.085Z
faculty-3,FAC003,Amit,Patel,amit.patel@university.edu,+916922651815,Electronics,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-4,FAC004,Priya,Singh,priya.singh@university.edu,+912880499061,Mechanical,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",21,{},[],true,2025-09-16T05:07:55.085Z
faculty-5,FAC005,Vikram,Gupta,vikram.gupta@university.edu,+917917293886,Civil,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-6,FAC006,Meera,Joshi,meera.joshi@university.edu,+915708414091,Computer Science,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",22,{},[],true,2025-09-16T05:07:55.085Z
faculty-7,FAC007,Sandeep,Mehta,sandeep.mehta@university.edu,+914355690402,Information Technology,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",24,{},[],true,2025-09-16T05:07:55.085Z
faculty-8,FAC008,Kavita,Agarwal,kavita.agarwal@university.edu,+913527669415,Electronics,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",24,{},[],true,2025-09-16T05:07:55.085Z
faculty-9,FAC009,Ravi,Verma,ravi.verma@university.edu,+919417327985,Mechanical,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-10,FAC010,Neha,Chopra,neha.chopra@university.edu,+917405585304,Civil,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",17,{},[],true,2025-09-16T05:07:55.085Z
faculty-11,FAC011,Manoj,Tiwari,manoj.tiwari@university.edu,+912402279212,Computer Science,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-12,FAC012,Pooja,Mishra,pooja.mishra@university.edu,+911936009421,Information Technology,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-13,FAC013,Suresh,Yadav,suresh.yadav@university.edu,+912905206823,Electronics,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",17,{},[],true,2025-09-16T05:07:55.085Z
faculty-14,FAC014,Anjali,Saxena,anjali.saxena@university.edu,+912495844435,Mechanical,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",18,{},[],true,2025-09-16T05:07:55.085Z
faculty-15,FAC015,Deepak,Shukla,deepak.shukla@university.edu,+914725642194,Civil,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",24,{},[],true,2025-09-16T05:07:55.085Z
faculty-16,FAC016,Rekha,Pandey,rekha.pandey@university.edu,+919366223554,Computer Science,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-17,FAC017,Anil,Jain,anil.jain@university.edu,+918253936094,Information Technology,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",15,{},[],true,2025-09-16T05:07:55.085Z
faculty-18,FAC018,Sushma,Rao,sushma.rao@university.edu,+919434007409,Electronics,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",22,{},[],true,2025-09-16T05:07:55.085Z
faculty-19,FAC019,Rahul,Bansal,rahul.bansal@university.edu,+918389717962,Mechanical,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-20,FAC020,Geeta,Malhotra,geeta.malhotra@university.edu,+916891297091,Civil,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",17,{},[],true,2025-09-16T05:07:55.085Z
faculty-21,FAC021,Ashok,Srivastava,ashok.srivastava@university.edu,+918620620311,Computer Science,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",17,{},[],true,2025-09-16T05:07:55.085Z
faculty-22,FAC022,Vandana,Dubey,vandana.dubey@university.edu,+919106383918,Information Technology,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",16,{},[],true,2025-09-16T05:07:55.085Z
faculty-23,FAC023,Praveen,Singhal,praveen.singhal@university.edu,+916818096843,Electronics,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",21,{},[],true,2025-09-16T05:07:55.085Z
faculty-24,FAC024,Nisha,Agrawal,nisha.agrawal@university.edu,+912750291673,Mechanical,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",20,{},[],true,2025-09-16T05:07:55.085Z
faculty-25,FAC025,Yogesh,Bhardwaj,yogesh.bhardwaj@university.edu,+918243326387,Civil,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",24,{},[],true,2025-09-16T05:07:55.085Z
faculty-26,FAC026,Shruti,Kapoor,shruti.kapoor@university.edu,+911803839654,Computer Science,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",20,{},[],true,2025-09-16T05:07:55.085Z
faculty-27,FAC027,Mohit,Sharma,mohit.sharma@university.edu,+913472968735,Information Technology,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",17,{},[],true,2025-09-16T05:07:55.085Z
faculty-28,FAC028,Divya,Chauhan,divya.chauhan@university.edu,+919840812697,Electronics,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",19,{},[],true,2025-09-16T05:07:55.085Z
faculty-29,FAC029,Sunil,Gupta,sunil.gupta@university.edu,+912365869291,Mechanical,Assistant Professor,"[""Programming"",""Data Structures"",""Algorithms""]",20,{},[],true,2025-09-16T05:07:55.085Z
faculty-30,FAC030,Ritu,Jain,ritu.jain@university.edu,+919290904710,Civil,Professor,"[""Programming"",""Data Structures"",""Algorithms""]",18,{},[],true,2025-09-16T05:07:55.085Z

=== ROOMS ===
id,roomNumber,roomName,roomType,capacity,equipment,location,isAvailable,maintenanceSchedule,createdAt
room-1,R-001,Room 1,Lab,30,"[""Projector"",""Audio System""]",Floor 1,true,[],2025-09-16T05:07:55.085Z
room-2,R-002,Room 2,Lab,57,"[""Projector"",""Audio System""]",Floor 1,true,[],2025-09-16T05:07:55.085Z
room-3,R-003,Room 3,Lab,39,"[""Projector"",""Audio System""]",Floor 1,true,[],2025-09-16T05:07:55.085Z
room-4,R-004,Room 4,Lab,44,"[""Projector"",""Audio System""]",Floor 1,true,[],2025-09-16T05:07:55.085Z
room-5,R-005,Room 5,Lab,61,"[""Projector"",""Audio System""]",Floor 1,true,[],2025-09-16T05:07:55.085Z
room-6,R-006,Room 6,Classroom,35,"[""Projector"",""Audio System""]",Floor 2,true,[],2025-09-16T05:07:55.085Z
room-7,R-007,Room 7,Classroom,51,"[""Projector"",""Audio System""]",Floor 2,true,[],2025-09-16T05:07:55.085Z
room-8,R-008,Room 8,Classroom,43,"[""Projector"",""Audio System""]",Floor 2,true,[],2025-09-16T05:07:55.085Z
room-9,R-009,Room 9,Classroom,30,"[""Projector"",""Audio System""]",Floor 2,true,[],2025-09-16T05:07:55.085Z
room-10,R-010,Room 10,Classroom,62,"[""Projector"",""Audio System""]",Floor 2,true,[],2025-09-16T05:07:55.085Z
room-11,R-011,Room 11,Classroom,34,"[""Projector"",""Audio System""]",Floor 3,true,[],2025-09-16T05:07:55.085Z
room-12,R-012,Room 12,Classroom,60,"[""Projector"",""Audio System""]",Floor 3,true,[],2025-09-16T05:07:55.085Z
room-13,R-013,Room 13,Classroom,34,"[""Projector"",""Audio System""]",Floor 3,true,[],2025-09-16T05:07:55.085Z
room-14,R-014,Room 14,Classroom,37,"[""Projector"",""Audio System""]",Floor 3,true,[],2025-09-16T05:07:55.085Z
room-15,R-015,Room 15,Classroom,67,"[""Projector"",""Audio System""]",Floor 3,true,[],2025-09-16T05:07:55.085Z
room-16,R-016,Room 16,Seminar Hall,54,"[""Projector"",""Audio System""]",Floor 4,true,[],2025-09-16T05:07:55.085Z
room-17,R-017,Room 17,Seminar Hall,54,"[""Projector"",""Audio System""]",Floor 4,true,[],2025-09-16T05:07:55.085Z
room-18,R-018,Room 18,Seminar Hall,39,"[""Projector"",""Audio System""]",Floor 4,true,[],2025-09-16T05:07:55.085Z
room-19,R-019,Room 19,Seminar Hall,56,"[""Projector"",""Audio System""]",Floor 4,true,[],2025-09-16T05:07:55.085Z
room-20,R-020,Room 20,Seminar Hall,49,"[""Projector"",""Audio System""]",Floor 4,true,[],2025-09-16T05:07:55.085Z
